File name,Package name,File size,Package size,File size in package (%),File size in system (%)
usr/lib/xtables/libxt_osf.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libxt_physdev.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libxt_owner.so,iptables,14608,1663419,0.9,0.0
usr/lib/xtables/libxt_policy.so,iptables,14416,1663419,0.9,0.0
usr/lib/xtables/libxt_pkttype.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libxt_recent.so,iptables,14608,1663419,0.9,0.0
usr/lib/xtables/libxt_quota.so,iptables,6032,1663419,0.4,0.0
usr/lib/xtables/libxt_rpfilter.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libxt_rateest.so,iptables,14224,1663419,0.9,0.0
usr/lib/xtables/libxt_sctp.so,iptables,18320,1663419,1.1,0.0
usr/lib/xtables/libxt_set.so,iptables,19088,1663419,1.1,0.0
usr/lib/xtables/libxt_socket.so,iptables,10704,1663419,0.6,0.0
usr/lib/xtables/libxt_statistic.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libxt_standard.so,iptables,5960,1663419,0.4,0.0
usr/lib/xtables/libxt_string.so,iptables,10320,1663419,0.6,0.0
usr/lib/xtables/libxt_tcpmss.so,iptables,6032,1663419,0.4,0.0
usr/lib/xtables/libxt_tcp.so,iptables,14224,1663419,0.9,0.0
usr/lib/xtables/libxt_time.so,iptables,14224,1663419,0.9,0.0
usr/lib/xtables/libxt_tos.so,iptables,10320,1663419,0.6,0.0
usr/lib/xtables/libxt_u32.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libxt_udp.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libebt_among.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libebt_802_3.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libebt_arp.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libebt_dnat.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libebt_arpreply.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libebt_ip.so,iptables,18320,1663419,1.1,0.0
usr/lib/xtables/libebt_ip6.so,iptables,18320,1663419,1.1,0.0
usr/lib/xtables/libebt_mark.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libebt_log.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libebt_mark_m.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libebt_nflog.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libebt_pkttype.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libebt_redirect.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libebt_snat.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libebt_stp.so,iptables,14224,1663419,0.9,0.0
usr/lib/xtables/libipt_ECN.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libebt_vlan.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libipt_CLUSTERIP.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libipt_NETMAP.so,iptables,6040,1663419,0.4,0.0
usr/lib/xtables/libipt_TTL.so,iptables,6040,1663419,0.4,0.0
usr/lib/xtables/libipt_ULOG.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libipt_REJECT.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libipt_ah.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libipt_icmp.so,iptables,14224,1663419,0.9,0.0
usr/lib/xtables/libipt_ttl.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libipt_realm.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libip6t_DNPT.so,iptables,6040,1663419,0.4,0.0
usr/lib/xtables/libip6t_HL.so,iptables,6040,1663419,0.4,0.0
usr/lib/xtables/libip6t_NETMAP.so,iptables,6040,1663419,0.4,0.0
usr/lib/xtables/libip6t_SNPT.so,iptables,6040,1663419,0.4,0.0
usr/lib/xtables/libip6t_REJECT.so,iptables,10136,1663419,0.6,0.0
usr/lib/xtables/libip6t_dst.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libip6t_ah.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libip6t_eui64.so,iptables,5952,1663419,0.4,0.0
usr/lib/xtables/libip6t_hbh.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libip6t_frag.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libip6t_icmp6.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libip6t_ipv6header.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libip6t_hl.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libip6t_rt.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libip6t_mh.so,iptables,10128,1663419,0.6,0.0
usr/lib/xtables/libip6t_srh.so,iptables,14416,1663419,0.9,0.0
usr/lib/xtables/libarpt_mangle.so,iptables,10136,1663419,0.6,0.0
usr/lib/libip4tc.so.2.0.0,iptables,26848,1663419,1.6,0.0
usr/lib/libip6tc.so.2.0.0,iptables,26848,1663419,1.6,0.0
usr/lib/libxtables.so.12.7.0,iptables,59096,1663419,3.6,0.1
usr/sbin/iptables-apply,iptables,7037,1663419,0.4,0.0
usr/share/xtables/iptables.xslt,iptables,5872,1663419,0.4,0.0
usr/sbin/xtables-legacy-multi,iptables,78304,1663419,4.7,0.1
usr/sbin/xtables-nft-multi,iptables,203408,1663419,12.2,0.2
etc/ethertypes,iptables,1362,1663419,0.1,0.0
etc/xtables.conf,iptables,1976,1663419,0.1,0.0
etc/init.d/S35iptables,iptables,820,1663419,0.0,0.0
etc/iptables.conf,iptables,0,1663419,0.0,0.0
usr/lib/libjpeg.so.8.2.2,jpeg-turbo,276328,614328,45.0,0.3
usr/lib/libturbojpeg.so.0.2.0,jpeg-turbo,338000,614328,55.0,0.4
usr/lib/libjson-glib-1.0.so.0.600.6,json-glib,157472,181944,86.5,0.2
usr/bin/json-glib-validate,json-glib,10112,181944,5.6,0.0
usr/bin/json-glib-format,json-glib,14360,181944,7.9,0.0
usr/lib/liblcms2.so.2.0.15,lcms2,348736,450376,77.4,0.4
usr/bin/transicc,lcms2,30512,450376,6.8,0.0
usr/bin/linkicc,lcms2,22368,450376,5.0,0.0
usr/bin/jpgicc,lcms2,30544,450376,6.8,0.0
usr/bin/psicc,lcms2,18216,450376,4.0,0.0
usr/lib/libcurl.so.4.8.0,libcurl,539512,539512,100.0,0.6
usr/lib/libffi.so.8.1.2,libffi,34648,34648,100.0,0.0
usr/share/glib-2.0/valgrind/glib.supp,libglib2,20649,3673638,0.6,0.0
usr/share/gettext/its/gschema.loc,libglib2,333,3673638,0.0,0.0
usr/share/gettext/its/gschema.its,libglib2,1048,3673638,0.0,0.0
usr/lib/libglib-2.0.so.0.7600.1,libglib2,1203552,3673638,32.8,1.4
usr/libexec/gio-launch-desktop,libglib2,10016,3673638,0.3,0.0
usr/lib/libgobject-2.0.so.0.7600.1,libglib2,351800,3673638,9.6,0.4
usr/lib/libgthread-2.0.so.0.7600.1,libglib2,5608,3673638,0.2,0.0
usr/lib/libgmodule-2.0.so.0.7600.1,libglib2,14016,3673638,0.4,0.0
usr/lib/libgio-2.0.so.0.7600.1,libglib2,1862872,3673638,50.7,2.2
usr/bin/gio,libglib2,87968,3673638,2.4,0.1
usr/bin/gresource,libglib2,14112,3673638,0.4,0.0
usr/bin/gio-querymodules,libglib2,14112,3673638,0.4,0.0
usr/bin/gsettings,libglib2,26400,3673638,0.7,0.0
usr/bin/gdbus,libglib2,42864,3673638,1.2,0.1
usr/bin/gapplication,libglib2,18288,3673638,0.5,0.0
usr/lib/libmnl.so.0.2.0,libmnl,22304,22304,100.0,0.0
usr/lib/libnftnl.so.11.6.0,libnftnl,193824,193824,100.0,0.2
etc/ssl/misc/tsget.pl,libopenssl,6743,4620551,0.1,0.0
etc/ssl/openssl.cnf.dist,libopenssl,12324,4620551,0.3,0.0
usr/lib/libcrypto.so.3,libopenssl,3815480,4620551,82.6,4.5
etc/ssl/openssl.cnf,libopenssl,12324,4620551,0.3,0.0
usr/lib/libssl.so.3,libopenssl,601872,4620551,13.0,0.7
etc/ssl/ct_log_list.cnf.dist,libopenssl,412,4620551,0.0,0.0
etc/ssl/ct_log_list.cnf,libopenssl,412,4620551,0.0,0.0
usr/lib/engines-3/capi.so,libopenssl,5688,4620551,0.1,0.0
usr/lib/engines-3/loader_attic.so,libopenssl,47272,4620551,1.0,0.1
usr/lib/ossl-modules/legacy.so,libopenssl,112336,4620551,2.4,0.1
usr/lib/engines-3/padlock.so,libopenssl,5688,4620551,0.1,0.0
usr/lib/libpng16.so.16.40.0,libpng,186064,186064,100.0,0.2
usr/lib/libxcb.so.1.1.0,libxcb,157448,931112,16.9,0.2
usr/lib/libxcb-composite.so.0.0.0,libxcb,14048,931112,1.5,0.0
usr/lib/libxcb-damage.so.0.0.0,libxcb,9952,931112,1.1,0.0
usr/lib/libxcb-dpms.so.0.0.0,libxcb,9952,931112,1.1,0.0
usr/lib/libxcb-dri2.so.0.0.0,libxcb,18144,931112,1.9,0.0
usr/lib/libxcb-dri3.so.0.1.0,libxcb,18144,931112,1.9,0.0
usr/lib/libxcb-present.so.0.0.0,libxcb,9952,931112,1.1,0.0
usr/lib/libxcb-glx.so.0.0.0,libxcb,108256,931112,11.6,0.1
usr/lib/libxcb-randr.so.0.1.0,libxcb,67296,931112,7.2,0.1
usr/lib/libxcb-record.so.0.0.0,libxcb,18144,931112,1.9,0.0
usr/lib/libxcb-render.so.0.0.0,libxcb,50912,931112,5.5,0.1
usr/lib/libxcb-res.so.0.0.0,libxcb,14048,931112,1.5,0.0
usr/lib/libxcb-screensaver.so.0.0.0,libxcb,14048,931112,1.5,0.0
usr/lib/libxcb-shape.so.0.0.0,libxcb,14048,931112,1.5,0.0
usr/lib/libxcb-shm.so.0.0.0,libxcb,14048,931112,1.5,0.0
usr/lib/libxcb-sync.so.1.0.0,libxcb,26336,931112,2.8,0.0
usr/lib/libxcb-xf86dri.so.0.0.0,libxcb,18144,931112,1.9,0.0
usr/lib/libxcb-xfixes.so.0.0.0,libxcb,34528,931112,3.7,0.0
usr/lib/libxcb-xinerama.so.0.0.0,libxcb,9952,931112,1.1,0.0
usr/lib/libxcb-xinput.so.0.1.0,libxcb,141024,931112,15.1,0.2
usr/lib/libxcb-xkb.so.1.0.0,libxcb,108256,931112,11.6,0.1
usr/lib/libxcb-xtest.so.0.0.0,libxcb,9952,931112,1.1,0.0
usr/lib/libxcb-xv.so.0.0.0,libxcb,30432,931112,3.3,0.0
usr/lib/libxcb-xvmc.so.0.0.0,libxcb,14048,931112,1.5,0.0
usr/lib/libz.so.1.2.13,libzlib,75552,75552,100.0,0.1
lib/modules/6.1.26/modules.order,linux,151,366024,0.0,0.0
lib/modules/6.1.26/modules.builtin,linux,4575,366024,1.2,0.0
lib/modules/6.1.26/modules.builtin.modinfo,linux,33191,366024,9.1,0.0
lib/modules/6.1.26/kernel/fs/efivarfs/efivarfs.ko,linux,23888,366024,6.5,0.0
lib/modules/6.1.26/kernel/net/802/p8022.ko,linux,4752,366024,1.3,0.0
lib/modules/6.1.26/kernel/net/802/psnap.ko,linux,8400,366024,2.3,0.0
lib/modules/6.1.26/kernel/net/802/stp.ko,linux,6416,366024,1.8,0.0
lib/modules/6.1.26/kernel/net/bridge/bridge.ko,linux,260152,366024,71.1,0.3
lib/modules/6.1.26/kernel/net/llc/llc.ko,linux,13120,366024,3.6,0.0
lib/modules/6.1.26/modules.dep,linux,267,366024,0.1,0.0
lib/modules/6.1.26/modules.dep.bin,linux,671,366024,0.2,0.0
lib/modules/6.1.26/modules.alias,linux,102,366024,0.0,0.0
lib/modules/6.1.26/modules.alias.bin,linux,125,366024,0.0,0.0
lib/modules/6.1.26/modules.softdep,linux,55,366024,0.0,0.0
lib/modules/6.1.26/modules.symbols,linux,1262,366024,0.3,0.0
lib/modules/6.1.26/modules.symbols.bin,linux,1839,366024,0.5,0.0
lib/modules/6.1.26/modules.builtin.bin,linux,4823,366024,1.3,0.0
lib/modules/6.1.26/modules.builtin.alias.bin,linux,2235,366024,0.6,0.0
lib/modules/6.1.26/modules.devname,linux,0,366024,0.0,0.0
etc/lynx.cfg,lynx,162306,1795250,9.0,0.2
usr/bin/lynx,lynx,1632944,1795250,91.0,1.9
usr/bin/nano,nano,141600,141600,100.0,0.2
usr/lib/libncurses.so.6.4,ncurses,297792,440173,67.7,0.3
usr/lib/libpanel.so.6.4,ncurses,13880,440173,3.2,0.0
usr/lib/libmenu.so.6.4,ncurses,30624,440173,7.0,0.0
usr/lib/libform.so.6.4,ncurses,64192,440173,14.6,0.1
usr/share/terminfo/a/ansi,ncurses,1481,440173,0.3,0.0
usr/share/terminfo/d/dumb,ncurses,308,440173,0.1,0.0
usr/share/terminfo/l/linux,ncurses,1740,440173,0.4,0.0
usr/share/terminfo/p/putty,ncurses,2452,440173,0.6,0.0
usr/share/terminfo/p/putty-256color,ncurses,2496,440173,0.6,0.0
usr/share/terminfo/p/putty-vt100,ncurses,2432,440173,0.6,0.0
usr/share/terminfo/s/screen,ncurses,1607,440173,0.4,0.0
usr/share/terminfo/s/screen-256color,ncurses,1715,440173,0.4,0.0
usr/share/terminfo/v/vt100,ncurses,1282,440173,0.3,0.0
usr/share/terminfo/v/vt100-putty,ncurses,1291,440173,0.3,0.0
usr/share/terminfo/v/vt102,ncurses,1276,440173,0.3,0.0
usr/share/terminfo/v/vt200,ncurses,1391,440173,0.3,0.0
usr/share/terminfo/v/vt220,ncurses,1391,440173,0.3,0.0
usr/share/terminfo/x/xterm,ncurses,3950,440173,0.9,0.0
usr/share/terminfo/x/xterm+256color,ncurses,1068,440173,0.2,0.0
usr/share/terminfo/x/xterm-256color,ncurses,4014,440173,0.9,0.0
usr/share/terminfo/x/xterm-color,ncurses,1551,440173,0.4,0.0
usr/share/terminfo/x/xterm-xfree86,ncurses,2240,440173,0.5,0.0
etc/ssh/ssh_config,openssh,1531,6448910,0.0,0.0
etc/ssh/sshd_config,openssh,3116,6448910,0.0,0.0
etc/ssh/moduli,openssh,573991,6448910,8.9,0.7
usr/bin/ssh,openssh,969216,6448910,15.0,1.1
etc/init.d/S50sshd,openssh,532,6448910,0.0,0.0
usr/bin/scp,openssh,252088,6448910,3.9,0.3
usr/bin/sftp,openssh,256160,6448910,4.0,0.3
usr/bin/ssh-agent,openssh,448432,6448910,7.0,0.5
usr/bin/ssh-add,openssh,489416,6448910,7.6,0.6
usr/libexec/ssh-keysign,openssh,596184,6448910,9.2,0.7
usr/libexec/ssh-pkcs11-helper,openssh,440224,6448910,6.8,0.5
usr/bin/ssh-copy-id,openssh,12676,6448910,0.2,0.0
usr/sbin/sshd,openssh,1030984,6448910,16.0,1.2
usr/bin/ssh-keygen,openssh,600120,6448910,9.3,0.7
usr/libexec/sftp-server,openssh,194472,6448910,3.0,0.2
usr/bin/ssh-keyscan,openssh,579768,6448910,9.0,0.7
usr/lib/libpcre2-8.so.0.11.2,pcre2,317480,475912,66.7,0.4
usr/lib/libpcre2-posix.so.3.0.4,pcre2,9936,475912,2.1,0.0
usr/bin/pcre2grep,pcre2,45056,475912,9.5,0.1
usr/bin/pcre2test,pcre2,103440,475912,21.7,0.1
usr/lib/libpixman-1.so.0.42.2,pixman,583480,583480,100.0,0.7
etc/group,skeleton-init-common,306,16146,1.9,0.0
etc/hosts,skeleton-init-common,40,16146,0.2,0.0
etc/passwd,skeleton-init-common,340,16146,2.1,0.0
etc/protocols,skeleton-init-common,2744,16146,17.0,0.0
etc/services,skeleton-init-common,10873,16146,67.3,0.0
etc/shadow,skeleton-init-common,198,16146,1.2,0.0
etc/profile.d/umask.sh,skeleton-init-common,10,16146,0.1,0.0
etc/profile,skeleton-init-common,299,16146,1.9,0.0
THIS_IS_NOT_YOUR_ROOT_FILESYSTEM,skeleton-init-common,1336,16146,8.3,0.0
var/spool,skeleton-init-sysv,4096,334,1226.3,0.0
etc/fstab,skeleton-init-sysv,334,334,100.0,0.0
usr/lib/libslang.so.2.3.3,slang,1442136,1760312,81.9,1.7
usr/lib/slang/v2/modules/slsmg-module.so,slang,16520,1760312,0.9,0.0
usr/lib/slang/v2/modules/termios-module.so,slang,21792,1760312,1.2,0.0
usr/lib/slang/v2/modules/select-module.so,slang,10008,1760312,0.6,0.0
usr/lib/slang/v2/modules/fcntl-module.so,slang,10320,1760312,0.6,0.0
usr/lib/slang/v2/modules/varray-module.so,slang,10008,1760312,0.6,0.0
usr/lib/slang/v2/modules/socket-module.so,slang,29512,1760312,1.7,0.0
usr/lib/slang/v2/modules/rand-module.so,slang,23160,1760312,1.3,0.0
usr/lib/slang/v2/modules/fork-module.so,slang,14744,1760312,0.8,0.0
usr/lib/slang/v2/modules/csv-module.so,slang,14480,1760312,0.8,0.0
usr/lib/slang/v2/modules/base64-module.so,slang,14464,1760312,0.8,0.0
usr/lib/slang/v2/modules/chksum-module.so,slang,27096,1760312,1.5,0.0
usr/lib/slang/v2/modules/histogram-module.so,slang,18568,1760312,1.1,0.0
usr/lib/slang/v2/modules/stats-module.so,slang,32480,1760312,1.8,0.0
usr/lib/slang/v2/modules/json-module.so,slang,22608,1760312,1.3,0.0
usr/lib/slang/v2/modules/iconv-module.so,slang,10296,1760312,0.6,0.0
usr/lib/slang/v2/modules/zlib-module.so,slang,15288,1760312,0.9,0.0
usr/lib/slang/v2/modules/sysconf-module.so,slang,26832,1760312,1.5,0.0
usr/lib/libtiff.so.6.0.1,tiff,456496,466432,97.9,0.5
usr/lib/libtiffxx.so.6.0.1,tiff,9936,466432,2.1,0.0
etc/nsswitch.conf,toolchain,230,230,100.0,0.0
etc/init.d/S20seedrng,urandom-scripts,1243,1243,100.0,0.0
lib/libuuid.so.1.3.0,util-linux,26464,26464,100.0,0.0
usr/share/xcb/xcb.xsd,xcb-proto,16334,1062181,1.5,0.0
usr/share/xcb/xproto.xml,xcb-proto,206205,1062181,19.4,0.2
usr/share/xcb/bigreq.xml,xcb-proto,1705,1062181,0.2,0.0
usr/share/xcb/composite.xml,xcb-proto,3473,1062181,0.3,0.0
usr/share/xcb/damage.xml,xcb-proto,3299,1062181,0.3,0.0
usr/share/xcb/dbe.xml,xcb-proto,6947,1062181,0.7,0.0
usr/share/xcb/dpms.xml,xcb-proto,3155,1062181,0.3,0.0
usr/share/xcb/dri2.xml,xcb-proto,9488,1062181,0.9,0.0
usr/share/xcb/dri3.xml,xcb-proto,5846,1062181,0.6,0.0
usr/share/xcb/ge.xml,xcb-proto,1863,1062181,0.2,0.0
usr/share/xcb/glx.xml,xcb-proto,45391,1062181,4.3,0.1
usr/share/xcb/present.xml,xcb-proto,7335,1062181,0.7,0.0
usr/share/xcb/randr.xml,xcb-proto,30366,1062181,2.9,0.0
usr/share/xcb/record.xml,xcb-proto,5924,1062181,0.6,0.0
usr/share/xcb/render.xml,xcb-proto,23693,1062181,2.2,0.0
usr/share/xcb/res.xml,xcb-proto,5912,1062181,0.6,0.0
usr/share/xcb/screensaver.xml,xcb-proto,6573,1062181,0.6,0.0
usr/share/xcb/shape.xml,xcb-proto,6039,1062181,0.6,0.0
usr/share/xcb/shm.xml,xcb-proto,4778,1062181,0.4,0.0
usr/share/xcb/sync.xml,xcb-proto,8390,1062181,0.8,0.0
usr/share/xcb/xc_misc.xml,xcb-proto,1162,1062181,0.1,0.0
usr/share/xcb/xevie.xml,xcb-proto,2958,1062181,0.3,0.0
usr/share/xcb/xf86dri.xml,xcb-proto,5900,1062181,0.6,0.0
usr/share/xcb/xf86vidmode.xml,xcb-proto,14673,1062181,1.4,0.0
usr/share/xcb/xfixes.xml,xcb-proto,12616,1062181,1.2,0.0
usr/share/xcb/xinerama.xml,xcb-proto,3453,1062181,0.3,0.0
usr/share/xcb/xinput.xml,xcb-proto,107533,1062181,10.1,0.1
usr/share/xcb/xkb.xml,xcb-proto,91919,1062181,8.7,0.1
usr/share/xcb/xprint.xml,xcb-proto,11114,1062181,1.0,0.0
usr/share/xcb/xselinux.xml,xcb-proto,8260,1062181,0.8,0.0
usr/share/xcb/xtest.xml,xcb-proto,3968,1062181,0.4,0.0
usr/share/xcb/xv.xml,xcb-proto,16061,1062181,1.5,0.0
usr/share/xcb/xvmc.xml,xcb-proto,5363,1062181,0.5,0.0
usr/lib/python3.11/site-packages/xcbgen/__init__.py,xcb-proto,1,1062181,0.0,0.0
usr/lib/python3.11/site-packages/xcbgen/error.py,xcb-proto,116,1062181,0.0,0.0
usr/lib/python3.11/site-packages/xcbgen/expr.py,xcb-proto,6498,1062181,0.6,0.0
usr/lib/python3.11/site-packages/xcbgen/align.py,xcb-proto,6473,1062181,0.6,0.0
usr/lib/python3.11/site-packages/xcbgen/matcher.py,xcb-proto,4037,1062181,0.4,0.0
usr/lib/python3.11/site-packages/xcbgen/state.py,xcb-proto,6906,1062181,0.7,0.0
usr/lib/python3.11/site-packages/xcbgen/xtypes.py,xcb-proto,53475,1062181,5.0,0.1
usr/lib/python3.11/site-packages/xcbgen/__pycache__/__init__.cpython-311.pyc,xcb-proto,161,1062181,0.0,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/error.cpython-311.pyc,xcb-proto,487,1062181,0.0,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/expr.cpython-311.pyc,xcb-proto,7983,1062181,0.8,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/align.cpython-311.pyc,xcb-proto,8224,1062181,0.8,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/matcher.cpython-311.pyc,xcb-proto,7253,1062181,0.7,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/state.cpython-311.pyc,xcb-proto,11357,1062181,1.1,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/xtypes.cpython-311.pyc,xcb-proto,66142,1062181,6.2,0.1
usr/lib/python3.11/site-packages/xcbgen/__pycache__/__init__.cpython-311.opt-1.pyc,xcb-proto,161,1062181,0.0,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/error.cpython-311.opt-1.pyc,xcb-proto,487,1062181,0.0,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/expr.cpython-311.opt-1.pyc,xcb-proto,7983,1062181,0.8,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/align.cpython-311.opt-1.pyc,xcb-proto,8190,1062181,0.8,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/matcher.cpython-311.opt-1.pyc,xcb-proto,7253,1062181,0.7,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/state.cpython-311.opt-1.pyc,xcb-proto,11357,1062181,1.1,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/xtypes.cpython-311.opt-1.pyc,xcb-proto,65985,1062181,6.2,0.1
usr/lib/python3.11/site-packages/xcbgen/__pycache__/__init__.cpython-311.opt-2.pyc,xcb-proto,161,1062181,0.0,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/error.cpython-311.opt-2.pyc,xcb-proto,408,1062181,0.0,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/expr.cpython-311.opt-2.pyc,xcb-proto,6896,1062181,0.6,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/align.cpython-311.opt-2.pyc,xcb-proto,7950,1062181,0.7,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/matcher.cpython-311.opt-2.pyc,xcb-proto,6807,1062181,0.6,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/state.cpython-311.opt-2.pyc,xcb-proto,10572,1062181,1.0,0.0
usr/lib/python3.11/site-packages/xcbgen/__pycache__/xtypes.cpython-311.opt-2.pyc,xcb-proto,61162,1062181,5.8,0.1
usr/share/X11/Xcms.txt,xlib_libX11,1723,1263948,0.1,0.0
usr/share/X11/XErrorDB,xlib_libX11,42077,1263948,3.3,0.0
usr/lib/libX11.so.6.4.0,xlib_libX11,1213472,1263948,96.0,1.4
usr/lib/libX11-xcb.so.1.0.0,xlib_libX11,5688,1263948,0.5,0.0
usr/share/X11/locale/locale.dir,xlib_libX11,16,1263948,0.0,0.0
usr/share/X11/locale/C/XI18N_OBJS,xlib_libX11,340,1263948,0.0,0.0
usr/share/X11/locale/C/XLC_LOCALE,xlib_libX11,632,1263948,0.1,0.0
usr/share/X11/locale/C/Compose,xlib_libX11,0,1263948,0.0,0.0
usr/lib/libXau.so.6.0.0,xlib_libXau,13952,13952,100.0,0.0
usr/lib/libXdmcp.so.6.0.0,xlib_libXdmcp,22144,22144,100.0,0.0
usr/lib/libXext.so.6.4.0,xlib_libXext,72544,72544,100.0,0.1
